Review ID,Product,Review,Rating,Word Count,Character Count,Average Word Length,Sentence Count,Exclamation Count,Question Count,Title Word Count,Positive Score,Negative Score,Sentiment
R00413,Power Bank,Customer support was helpful. The build quality is excellent. The design is sleek and modern.,5,15,93,5,3,0,0,3,0.6,0.0,positive
R00414,Gaming Keyboard,It stopped working after a few days. The design is bulky and uncomfortable. Performance is slower than expected.,2,18,112,5,3,0,0,3,0.0,0.27,negative
R00415,Coffee Maker,It meets basic requirements. The packaging was average. Nothing particularly stands out.,3,12,88,6,3,0,0,3,0.01,0.0,positive
R00416,Office Chair,Performance has been smooth every day. It works exactly as advertised. The design is sleek and modern.,4,17,102,5,3,0,0,3,0.28,0.0,positive
R00417,Office Chair,Delivery was fast and the packaging was secure. The build quality is excellent. It works exactly as advertised.,4,18,111,5,3,0,0,3,0.46,0.0,positive
R00418,Gaming Keyboard,Performance has been smooth every day. Setup was quick and easy. The design is sleek and modern.,4,17,96,4,3,0,0,3,0.34,0.0,positive
R00419,Desk Lamp,It has both strengths and weaknesses. Nothing particularly stands out. It is easy to use after some practice.,3,18,109,5,3,0,0,3,0.3,0.0,positive
R00420,Laptop Stand,It works exactly as advertised. I would definitely recommend this product. The value for money is impressive.,4,17,109,5,3,0,0,3,0.42,0.0,positive
R00421,Wireless Mouse,The product is okay overall. It has both strengths and weaknesses. The features are adequate for daily use.,3,18,107,5,3,0,0,3,0.21,0.0,positive
R00422,Bluetooth Speaker,The build quality is excellent. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,18,105,4,3,0,0,3,0.47,0.0,positive
R00423,Laptop Stand,The packaging was average. It serves its intended purpose. It meets basic requirements.,3,13,87,5,3,0,0,3,0.0,0.07,negative
R00424,Desk Lamp,I would definitely recommend this product. The value for money is impressive. Performance has been smooth every day.,4,18,116,5,3,0,0,3,0.47,0.0,positive
R00425,Office Chair,The packaging was average. The product is okay overall. The quality is acceptable for the price.,3,16,96,5,3,0,0,3,0.12,0.0,positive
R00426,Bluetooth Speaker,Performance has been smooth every day. The design is sleek and modern. The build quality is excellent.,4,17,102,5,3,0,0,3,0.53,0.0,positive
R00427,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00428,Bluetooth Speaker,Delivery was fast and the packaging was secure. Setup was quick and easy. The battery life exceeded my expectations.,5,19,116,5,3,0,0,3,0.34,0.0,positive
R00429,Office Chair,It stopped working after a few days. I would not recommend this product. The battery drains very quickly.,1,18,105,4,3,0,0,3,0.12,0.0,positive
R00430,Office Chair,The build quality feels cheap. It stopped working after a few days. The design is bulky and uncomfortable.,2,18,106,4,3,0,0,3,0.0,0.1,negative
R00431,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,19,105,4,3,0,0,3,0.31,0.0,positive
R00432,Smart Watch,It stopped working after a few days. Performance is slower than expected. Delivery was delayed and the box was damaged.,2,20,119,5,3,0,0,3,0.0,0.15,negative
R00433,Coffee Maker,Setup instructions were confusing. Delivery was delayed and the box was damaged. Customer support was difficult to reach.,2,18,121,5,3,0,0,3,0.0,0.4,negative
R00434,Gaming Keyboard,It is easy to use after some practice. It has both strengths and weaknesses. The packaging was average.,3,18,103,4,3,0,0,3,0.14,0.0,positive
R00435,Coffee Maker,Delivery was fast and the packaging was secure. The battery life exceeded my expectations. I would definitely recommend this product.,5,20,133,5,3,0,0,3,0.2,0.0,positive
R00436,Office Chair,The build quality feels cheap. It stopped working after a few days. The design is bulky and uncomfortable.,2,18,106,4,3,0,0,3,0.0,0.1,negative
R00437,Coffee Maker,It is easy to use after some practice. It has both strengths and weaknesses. The product performs as expected.,3,19,110,4,3,0,0,3,0.17,0.0,positive
R00438,USB-C Hub,The design is bulky and uncomfortable. Performance is slower than expected. It is overpriced for the features offered.,1,18,118,5,3,0,0,3,0.0,0.3,negative
R00439,Wireless Mouse,The features are adequate for daily use. Nothing particularly stands out. The product performs as expected.,3,16,107,5,3,0,0,3,0.1,0.0,positive
R00440,Office Chair,Performance has been smooth every day. It works exactly as advertised. The design is sleek and modern.,4,17,102,5,3,0,0,3,0.28,0.0,positive
R00441,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00442,Coffee Maker,It is easy to use after some practice. It has both strengths and weaknesses. The product performs as expected.,3,19,110,4,3,0,0,3,0.17,0.0,positive
R00443,USB-C Hub,Nothing particularly stands out. The features are adequate for daily use. The quality is acceptable for the price.,3,18,114,5,3,0,0,3,0.17,0.0,positive
R00444,Wireless Mouse,The battery life exceeded my expectations. I would definitely recommend this product. The value for money is impressive.,5,18,120,5,3,0,0,3,0.5,0.0,positive
R00445,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00446,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00447,USB-C Hub,The design is bulky and uncomfortable. Performance is slower than expected. It is overpriced for the features offered.,1,18,118,5,3,0,0,3,0.0,0.3,negative
R00448,Bluetooth Speaker,The packaging was average. The features are adequate for daily use. Nothing particularly stands out.,3,15,100,5,3,0,0,3,0.09,0.0,positive
R00449,Power Bank,The quality is acceptable for the price. It meets basic requirements. It serves its intended purpose.,3,16,101,5,3,0,0,3,0.0,0.0,neutral
R00450,Bluetooth Speaker,Nothing particularly stands out. It is easy to use after some practice. It serves its intended purpose.,3,17,103,5,3,0,0,3,0.3,0.0,positive
R00451,USB-C Hub,It has both strengths and weaknesses. It serves its intended purpose. The features are adequate for daily use.,3,18,110,5,3,0,0,3,0.17,0.0,positive
R00452,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,19,105,4,3,0,0,3,0.31,0.0,positive
R00453,Laptop Stand,The quality is acceptable for the price. The packaging was average. The product performs as expected.,3,16,101,5,3,0,0,3,0.0,0.12,negative
R00454,Desk Lamp,It has both strengths and weaknesses. Nothing particularly stands out. It is easy to use after some practice.,3,18,109,5,3,0,0,3,0.3,0.0,positive
R00455,Laptop Stand,I would not recommend this product. Performance is slower than expected. Customer support was difficult to reach.,2,17,113,5,3,0,0,3,0.0,0.3,negative
R00456,Bluetooth Speaker,Performance has been smooth every day. The design is sleek and modern. The build quality is excellent.,4,17,102,5,3,0,0,3,0.53,0.0,positive
R00457,Power Bank,The product is okay overall. It meets basic requirements. The features are adequate for daily use.,3,16,98,5,3,0,0,3,0.17,0.0,positive
R00458,Desk Lamp,It has both strengths and weaknesses. Nothing particularly stands out. It is easy to use after some practice.,3,18,109,5,3,0,0,3,0.3,0.0,positive
R00459,Laptop Stand,I would definitely recommend this product. The design is sleek and modern. The build quality is excellent.,4,17,106,5,3,0,0,3,0.4,0.0,positive
R00460,Office Chair,The quality is acceptable for the price. The product is okay overall. The product performs as expected.,3,17,103,5,3,0,0,3,0.13,0.0,positive
R00461,Gaming Keyboard,Performance has been smooth every day. The design is sleek and modern. The battery life exceeded my expectations.,4,18,113,5,3,0,0,3,0.3,0.0,positive
R00462,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Delivery was delayed and the box was damaged.,2,19,115,5,3,0,0,3,0.0,0.05,negative
R00463,Power Bank,It is overpriced for the features offered. The design is bulky and uncomfortable. The battery drains very quickly.,2,18,114,5,3,0,0,3,0.0,0.03,negative
R00464,Coffee Maker,The packaging was average. It has both strengths and weaknesses. It meets basic requirements.,3,14,93,5,3,0,0,3,0.0,0.07,negative
R00465,Gaming Keyboard,It stopped working after a few days. The design is bulky and uncomfortable. Performance is slower than expected.,2,18,112,5,3,0,0,3,0.0,0.27,negative
R00466,Desk Lamp,The product is okay overall. The product performs as expected. It is easy to use after some practice.,3,18,101,4,3,0,0,3,0.21,0.0,positive
R00467,Office Chair,I would definitely recommend this product. Customer support was helpful. Setup was quick and easy.,5,15,98,5,3,0,0,3,0.26,0.0,positive
R00468,Power Bank,The quality is acceptable for the price. It meets basic requirements. It serves its intended purpose.,3,16,101,5,3,0,0,3,0.0,0.0,neutral
R00469,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00470,Gaming Keyboard,Performance has been smooth every day. Setup was quick and easy. The design is sleek and modern.,4,17,96,4,3,0,0,3,0.34,0.0,positive
R00471,Wireless Mouse,Performance has been smooth every day. The design is sleek and modern. Setup was quick and easy.,5,17,96,4,3,0,0,3,0.34,0.0,positive
R00472,USB-C Hub,Setup was quick and easy. Delivery was fast and the packaging was secure. The design is sleek and modern.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00473,Power Bank,It works exactly as advertised. Setup was quick and easy. Performance has been smooth every day.,4,16,96,5,3,0,0,3,0.35,0.0,positive
R00474,Coffee Maker,It is easy to use after some practice. It has both strengths and weaknesses. The product performs as expected.,3,19,110,4,3,0,0,3,0.17,0.0,positive
R00475,USB-C Hub,Setup was quick and easy. Delivery was fast and the packaging was secure. The design is sleek and modern.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00476,Smart Watch,It stopped working after a few days. Performance is slower than expected. Delivery was delayed and the box was damaged.,2,20,119,5,3,0,0,3,0.0,0.15,negative
R00477,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00478,Desk Lamp,The product is okay overall. The product performs as expected. It is easy to use after some practice.,3,18,101,4,3,0,0,3,0.21,0.0,positive
R00479,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00480,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00481,USB-C Hub,Nothing particularly stands out. The features are adequate for daily use. The quality is acceptable for the price.,3,18,114,5,3,0,0,3,0.17,0.0,positive
R00482,Desk Lamp,The value for money is impressive. I would definitely recommend this product. Customer support was helpful.,5,16,107,5,3,0,0,3,0.5,0.0,positive
R00483,Coffee Maker,The value for money is impressive. It works exactly as advertised. The design is sleek and modern.,5,17,98,4,3,0,0,3,0.48,0.0,positive
R00484,Bluetooth Speaker,The design is sleek and modern. Customer support was helpful. Performance has been smooth every day.,4,16,100,5,3,0,0,3,0.3,0.0,positive
R00485,Bluetooth Speaker,The design is sleek and modern. Setup was quick and easy. Delivery was fast and the packaging was secure.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00486,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00487,Bluetooth Speaker,The design is sleek and modern. Setup was quick and easy. Delivery was fast and the packaging was secure.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00488,Laptop Stand,The design is sleek and modern. The value for money is impressive. Performance has been smooth every day.,5,18,105,4,3,0,0,3,0.53,0.0,positive
R00489,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Delivery was delayed and the box was damaged.,2,19,115,5,3,0,0,3,0.0,0.05,negative
R00490,Office Chair,It has both strengths and weaknesses. The product performs as expected. The product is okay overall.,3,16,100,5,3,0,0,3,0.13,0.0,positive
R00491,Desk Lamp,Performance is slower than expected. I would not recommend this product. It is overpriced for the features offered.,2,18,115,5,3,0,0,3,0.0,0.1,negative
R00492,Bluetooth Speaker,The design is sleek and modern. Setup was quick and easy. Delivery was fast and the packaging was secure.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00493,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00494,USB-C Hub,The packaging was average. It is easy to use after some practice. It serves its intended purpose.,3,17,97,4,3,0,0,3,0.14,0.0,positive
R00495,Coffee Maker,It serves its intended purpose. It has both strengths and weaknesses. The product is okay overall.,3,16,98,5,3,0,0,3,0.25,0.0,positive
R00496,Coffee Maker,It is easy to use after some practice. It has both strengths and weaknesses. The product performs as expected.,3,19,110,4,3,0,0,3,0.17,0.0,positive
R00497,Office Chair,The quality is acceptable for the price. It has both strengths and weaknesses. The features are adequate for daily use.,3,20,119,5,3,0,0,3,0.17,0.0,positive
R00498,Wireless Mouse,The battery life exceeded my expectations. I would definitely recommend this product. The value for money is impressive.,5,18,120,5,3,0,0,3,0.5,0.0,positive
R00499,Bluetooth Speaker,The design is bulky and uncomfortable. Delivery was delayed and the box was damaged. I would not recommend this product.,2,20,120,5,3,0,0,3,0.0,0.5,negative
R00500,Smart Watch,The quality is acceptable for the price. The features are adequate for daily use. It meets basic requirements.,3,18,110,5,3,0,0,3,0.11,0.0,positive
R00501,Office Chair,It stopped working after a few days. I would not recommend this product. The battery drains very quickly.,1,18,105,4,3,0,0,3,0.12,0.0,positive
R00502,Power Bank,Customer support was helpful. The build quality is excellent. The design is sleek and modern.,5,15,93,5,3,0,0,3,0.6,0.0,positive
R00503,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00504,Wireless Mouse,The features are adequate for daily use. Nothing particularly stands out. The product performs as expected.,3,16,107,5,3,0,0,3,0.1,0.0,positive
R00505,USB-C Hub,The design is bulky and uncomfortable. Performance is slower than expected. It is overpriced for the features offered.,1,18,118,5,3,0,0,3,0.0,0.3,negative
R00506,Wireless Mouse,The product is okay overall. It has both strengths and weaknesses. The features are adequate for daily use.,3,18,107,5,3,0,0,3,0.21,0.0,positive
R00507,Office Chair,I would definitely recommend this product. Performance has been smooth every day. Customer support was helpful.,5,16,111,6,3,0,0,3,0.2,0.0,positive
R00508,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Performance is slower than expected.,1,16,106,5,3,0,0,3,0.0,0.07,negative
R00509,Smart Watch,It stopped working after a few days. Performance is slower than expected. Delivery was delayed and the box was damaged.,2,20,119,5,3,0,0,3,0.0,0.15,negative
R00510,Office Chair,The quality is acceptable for the price. It has both strengths and weaknesses. The features are adequate for daily use.,3,20,119,5,3,0,0,3,0.17,0.0,positive
R00511,Coffee Maker,The packaging was average. It has both strengths and weaknesses. It meets basic requirements.,3,14,93,5,3,0,0,3,0.0,0.07,negative
R00512,Power Bank,It is overpriced for the features offered. The design is bulky and uncomfortable. The battery drains very quickly.,2,18,114,5,3,0,0,3,0.0,0.03,negative
R00513,USB-C Hub,Nothing particularly stands out. The features are adequate for daily use. The quality is acceptable for the price.,3,18,114,5,3,0,0,3,0.17,0.0,positive
R00514,Office Chair,The quality is acceptable for the price. It has both strengths and weaknesses. The features are adequate for daily use.,3,20,119,5,3,0,0,3,0.17,0.0,positive
R00515,Office Chair,It stopped working after a few days. I would not recommend this product. The battery drains very quickly.,1,18,105,4,3,0,0,3,0.12,0.0,positive
R00516,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00517,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00518,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00519,Office Chair,It has both strengths and weaknesses. The product performs as expected. The product is okay overall.,3,16,100,5,3,0,0,3,0.13,0.0,positive
R00520,Laptop Stand,Setup instructions were confusing. It is overpriced for the features offered. Performance is slower than expected.,1,16,114,6,3,0,0,3,0.0,0.2,negative
R00521,Office Chair,The design is sleek and modern. Customer support was helpful. Setup was quick and easy.,5,15,87,4,3,0,0,3,0.32,0.0,positive
R00522,Bluetooth Speaker,The design is bulky and uncomfortable. Setup instructions were confusing. Delivery was delayed and the box was damaged.,1,18,119,5,3,0,0,3,0.0,0.4,negative
R00523,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. The value for money is impressive.,5,20,114,4,3,0,0,3,0.45,0.0,positive
R00524,Power Bank,It is overpriced for the features offered. The design is bulky and uncomfortable. The battery drains very quickly.,2,18,114,5,3,0,0,3,0.0,0.03,negative
R00525,Desk Lamp,The value for money is impressive. I would definitely recommend this product. Customer support was helpful.,5,16,107,5,3,0,0,3,0.5,0.0,positive
R00526,Desk Lamp,I would definitely recommend this product. Setup was quick and easy. It works exactly as advertised.,4,16,100,5,3,0,0,3,0.25,0.0,positive
R00527,Office Chair,The quality is acceptable for the price. It has both strengths and weaknesses. The features are adequate for daily use.,3,20,119,5,3,0,0,3,0.17,0.0,positive
R00528,Bluetooth Speaker,The design is bulky and uncomfortable. Setup instructions were confusing. Delivery was delayed and the box was damaged.,1,18,119,5,3,0,0,3,0.0,0.4,negative
R00529,Laptop Stand,The design is sleek and modern. The value for money is impressive. Performance has been smooth every day.,5,18,105,4,3,0,0,3,0.53,0.0,positive
R00530,Power Bank,The quality is acceptable for the price. It meets basic requirements. It serves its intended purpose.,3,16,101,5,3,0,0,3,0.0,0.0,neutral
R00531,Laptop Stand,It is overpriced for the features offered. The battery drains very quickly. The design is bulky and uncomfortable.,2,18,114,5,3,0,0,3,0.0,0.03,negative
R00532,Desk Lamp,I would definitely recommend this product. Setup was quick and easy. It works exactly as advertised.,4,16,100,5,3,0,0,3,0.25,0.0,positive
R00533,USB-C Hub,Setup was quick and easy. Delivery was fast and the packaging was secure. The design is sleek and modern.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00534,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00535,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Delivery was delayed and the box was damaged.,2,19,115,5,3,0,0,3,0.0,0.05,negative
R00536,Bluetooth Speaker,The design is sleek and modern. Setup was quick and easy. Delivery was fast and the packaging was secure.,5,19,105,4,3,0,0,3,0.31,0.0,positive
R00537,Office Chair,The quality is acceptable for the price. It has both strengths and weaknesses. The features are adequate for daily use.,3,20,119,5,3,0,0,3,0.17,0.0,positive
R00538,Office Chair,Delivery was fast and the packaging was secure. Setup was quick and easy. The value for money is impressive.,5,19,108,4,3,0,0,3,0.47,0.0,positive
R00539,Smart Watch,Setup was quick and easy. The build quality is excellent. Performance has been smooth every day.,5,16,96,5,3,0,0,3,0.54,0.0,positive
R00540,Office Chair,Delivery was fast and the packaging was secure. The build quality is excellent. It works exactly as advertised.,4,18,111,5,3,0,0,3,0.46,0.0,positive
R00541,Smart Watch,It is overpriced for the features offered. The battery drains very quickly. Setup instructions were confusing.,2,16,110,5,3,0,0,3,0.07,0.0,positive
R00542,Gaming Keyboard,Delivery was fast and the packaging was secure. It works exactly as advertised. The value for money is impressive.,5,19,114,5,3,0,0,3,0.46,0.0,positive
R00543,Smart Watch,It stopped working after a few days. Performance is slower than expected. Delivery was delayed and the box was damaged.,2,20,119,5,3,0,0,3,0.0,0.15,negative
R00544,Coffee Maker,Delivery was fast and the packaging was secure. The battery life exceeded my expectations. I would definitely recommend this product.,5,20,133,5,3,0,0,3,0.2,0.0,positive
R00545,USB-C Hub,It is overpriced for the features offered. The build quality feels cheap. Setup instructions were confusing.,1,16,108,5,3,0,0,3,0.05,0.0,positive
R00546,Laptop Stand,Performance is slower than expected. The design is bulky and uncomfortable. Setup instructions were confusing.,2,15,110,6,3,0,0,3,0.0,0.3,negative
R00547,Office Chair,Delivery was fast and the packaging was secure. The build quality is excellent. It works exactly as advertised.,4,18,111,5,3,0,0,3,0.46,0.0,positive
R00548,Bluetooth Speaker,The design is sleek and modern. Customer support was helpful. Performance has been smooth every day.,4,16,100,5,3,0,0,3,0.3,0.0,positive
R00549,Coffee Maker,It meets basic requirements. The packaging was average. Nothing particularly stands out.,3,12,88,6,3,0,0,3,0.01,0.0,positive
R00550,Coffee Maker,It works exactly as advertised. Setup was quick and easy. Delivery was fast and the packaging was secure.,4,18,105,4,3,0,0,3,0.32,0.0,positive
R00551,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. The value for money is impressive.,5,20,114,4,3,0,0,3,0.45,0.0,positive
R00552,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. The value for money is impressive.,5,20,114,4,3,0,0,3,0.45,0.0,positive
R00553,USB-C Hub,The packaging was average. It is easy to use after some practice. It serves its intended purpose.,3,17,97,4,3,0,0,3,0.14,0.0,positive
R00554,Wireless Mouse,The features are adequate for daily use. Nothing particularly stands out. The product performs as expected.,3,16,107,5,3,0,0,3,0.1,0.0,positive
R00555,Power Bank,It meets basic requirements. The product performs as expected. It has both strengths and weaknesses.,3,15,100,5,3,0,0,3,0.0,0.05,negative
R00556,Bluetooth Speaker,The design is sleek and modern. Customer support was helpful. Performance has been smooth every day.,4,16,100,5,3,0,0,3,0.3,0.0,positive
R00557,Smart Watch,The quality is acceptable for the price. The features are adequate for daily use. It meets basic requirements.,3,18,110,5,3,0,0,3,0.11,0.0,positive
R00558,Office Chair,The packaging was average. The product is okay overall. The quality is acceptable for the price.,3,16,96,5,3,0,0,3,0.12,0.0,positive
R00559,Coffee Maker,The design is sleek and modern. Delivery was fast and the packaging was secure. The value for money is impressive.,5,20,114,4,3,0,0,3,0.45,0.0,positive
R00560,Office Chair,I would definitely recommend this product. Customer support was helpful. Setup was quick and easy.,5,15,98,5,3,0,0,3,0.26,0.0,positive
R00561,Wireless Mouse,Performance is slower than expected. The battery drains very quickly. The design is bulky and uncomfortable.,1,16,108,5,3,0,0,3,0.0,0.06,negative
R00562,Power Bank,It meets basic requirements. The product performs as expected. It has both strengths and weaknesses.,3,15,100,5,3,0,0,3,0.0,0.05,negative
R00563,Wireless Mouse,Nothing particularly stands out. It is easy to use after some practice. It has both strengths and weaknesses.,3,18,109,5,3,0,0,3,0.3,0.0,positive
R00564,Office Chair,I would definitely recommend this product. Performance has been smooth every day. Customer support was helpful.,5,16,111,6,3,0,0,3,0.2,0.0,positive
R00565,Gaming Keyboard,Performance has been smooth every day. Setup was quick and easy. The design is sleek and modern.,4,17,96,4,3,0,0,3,0.34,0.0,positive
R00566,Bluetooth Speaker,The design is sleek and modern. Customer support was helpful. Performance has been smooth every day.,4,16,100,5,3,0,0,3,0.3,0.0,positive
R00567,Laptop Stand,It is overpriced for the features offered. The battery drains very quickly. The design is bulky and uncomfortable.,2,18,114,5,3,0,0,3,0.0,0.03,negative
R00568,Gaming Keyboard,Nothing particularly stands out. The features are adequate for daily use. The quality is acceptable for the price.,3,18,114,5,3,0,0,3,0.17,0.0,positive
R00569,Gaming Keyboard,Delivery was fast and the packaging was secure. It works exactly as advertised. The value for money is impressive.,5,19,114,5,3,0,0,3,0.46,0.0,positive
R00570,Coffee Maker,It works exactly as advertised. Setup was quick and easy. Delivery was fast and the packaging was secure.,4,18,105,4,3,0,0,3,0.32,0.0,positive
R00571,Office Chair,The build quality feels cheap. It stopped working after a few days. The design is bulky and uncomfortable.,2,18,106,4,3,0,0,3,0.0,0.1,negative
R00572,Gaming Keyboard,It is overpriced for the features offered. The build quality feels cheap. The battery drains very quickly.,1,17,106,5,3,0,0,3,0.42,0.0,positive
R00573,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00574,Bluetooth Speaker,Performance has been smooth every day. The design is sleek and modern. The build quality is excellent.,4,17,102,5,3,0,0,3,0.53,0.0,positive
R00575,Bluetooth Speaker,The design is bulky and uncomfortable. Delivery was delayed and the box was damaged. I would not recommend this product.,2,20,120,5,3,0,0,3,0.0,0.5,negative
R00576,Power Bank,Customer support was helpful. The build quality is excellent. The design is sleek and modern.,5,15,93,5,3,0,0,3,0.6,0.0,positive
R00577,Wireless Mouse,Performance is slower than expected. The battery drains very quickly. The design is bulky and uncomfortable.,1,16,108,5,3,0,0,3,0.0,0.06,negative
R00578,Desk Lamp,It stopped working after a few days. It is overpriced for the features offered. Setup instructions were confusing.,2,18,114,5,3,0,0,3,0.0,0.25,negative
R00579,Laptop Stand,The design is sleek and modern. The value for money is impressive. Performance has been smooth every day.,5,18,105,4,3,0,0,3,0.53,0.0,positive
R00580,Laptop Stand,It works exactly as advertised. I would definitely recommend this product. The value for money is impressive.,4,17,109,5,3,0,0,3,0.42,0.0,positive
R00581,Office Chair,The quality is acceptable for the price. The product is okay overall. The product performs as expected.,3,17,103,5,3,0,0,3,0.13,0.0,positive
R00582,Bluetooth Speaker,It serves its intended purpose. It has both strengths and weaknesses. The packaging was average.,3,15,96,5,3,0,0,3,0.0,0.15,negative
R00583,Gaming Keyboard,Customer support was difficult to reach. Delivery was delayed and the box was damaged. It is overpriced for the features offered.,2,21,129,5,3,0,0,3,0.0,0.5,negative
R00584,Office Chair,I would definitely recommend this product. Performance has been smooth every day. Customer support was helpful.,5,16,111,6,3,0,0,3,0.2,0.0,positive
R00585,Bluetooth Speaker,The build quality is excellent. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,18,105,4,3,0,0,3,0.47,0.0,positive
R00586,Desk Lamp,Performance is slower than expected. I would not recommend this product. It is overpriced for the features offered.,2,18,115,5,3,0,0,3,0.0,0.1,negative
R00587,Laptop Stand,Delivery was fast and the packaging was secure. Customer support was helpful. It works exactly as advertised.,5,17,109,5,3,0,0,3,0.28,0.0,positive
R00588,Bluetooth Speaker,The build quality is excellent. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,18,105,4,3,0,0,3,0.47,0.0,positive
R00589,Desk Lamp,I would definitely recommend this product. Setup was quick and easy. It works exactly as advertised.,4,16,100,5,3,0,0,3,0.25,0.0,positive
R00590,USB-C Hub,It stopped working after a few days. It is overpriced for the features offered. The design is bulky and uncomfortable.,1,20,118,4,3,0,0,3,0.0,0.35,negative
R00591,Office Chair,Delivery was fast and the packaging was secure. The build quality is excellent. It works exactly as advertised.,4,18,111,5,3,0,0,3,0.46,0.0,positive
R00592,Coffee Maker,It serves its intended purpose. It has both strengths and weaknesses. The product is okay overall.,3,16,98,5,3,0,0,3,0.25,0.0,positive
R00593,Gaming Keyboard,It stopped working after a few days. The design is bulky and uncomfortable. Performance is slower than expected.,2,18,112,5,3,0,0,3,0.0,0.27,negative
R00594,Bluetooth Speaker,The packaging was average. The features are adequate for daily use. Nothing particularly stands out.,3,15,100,5,3,0,0,3,0.09,0.0,positive
R00595,Gaming Keyboard,It stopped working after a few days. The design is bulky and uncomfortable. Performance is slower than expected.,2,18,112,5,3,0,0,3,0.0,0.27,negative
R00596,Bluetooth Speaker,The build quality is excellent. Delivery was fast and the packaging was secure. Setup was quick and easy.,4,18,105,4,3,0,0,3,0.47,0.0,positive
R00597,Smart Watch,Setup instructions were confusing. The design is bulky and uncomfortable. The battery drains very quickly.,2,15,106,6,3,0,0,3,0.0,0.12,negative
R00598,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Delivery was delayed and the box was damaged.,2,19,115,5,3,0,0,3,0.0,0.05,negative
R00599,Office Chair,Delivery was fast and the packaging was secure. The build quality is excellent. It works exactly as advertised.,4,18,111,5,3,0,0,3,0.46,0.0,positive
R00600,Desk Lamp,The value for money is impressive. I would definitely recommend this product. Customer support was helpful.,5,16,107,5,3,0,0,3,0.5,0.0,positive
R00601,USB-C Hub,Nothing particularly stands out. The features are adequate for daily use. The quality is acceptable for the price.,3,18,114,5,3,0,0,3,0.17,0.0,positive
R00602,Power Bank,The build quality feels cheap. The design is bulky and uncomfortable. Delivery was delayed and the box was damaged.,2,19,115,5,3,0,0,3,0.0,0.05,negative
R00603,Desk Lamp,The build quality is excellent. It works exactly as advertised. I would definitely recommend this product.,5,16,106,5,3,0,0,3,0.42,0.0,positive
